Locations,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Brand House,Brand,Product,Pack Size,Month,Total Retail Sales,Total Units,Original List Price,Discount List Price,Pack ARP,EQ ARP,Cost
BEYOND / HELLO - Alexandria (Delivery Menu),Accessories,Lighter,Disposable,,Other,Bic,Bic - Lighters,,4/1/2026,67.92438352,29.51739361,3,2.469230769,2.301164677,,
BEYOND / HELLO - Alexandria (Delivery Menu),Accessories,Other,,,Jushi,SeCHe,SeCHe - Other,,4/1/2026,123.4641761,17.40769367,10,8,7.092506247,,
BEYOND / HELLO - Alexandria (Delivery Menu),Accessories,Other,,,Other,Beyond Hello,Beyond Hello - Other,,4/1/2026,41.17661619,10.59598745,5.5,4.4,3.886057471,,
BEYOND / HELLO - Alexandria (Delivery Menu),Accessories,Other,,,Other,Generic,Generic - Other,,4/1/2026,18.16454991,1.513712493,12,,12,,
BEYOND / HELLO - Alexandria (Delivery Menu),Accessories,Other,,,Other,Tim Molloy,Tim Molloy - Other,,4/1/2026,22.06593786,2.270568739,12,9.6,9.718242606,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Grinder,,,Jushi,SeCHe,SeCHe - Grinder,,4/1/2026,186.0576353,42.3839498,5.5,4.5575,4.389813507,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Grinder,,,Other,Beyond Hello,Beyond Hello - Grinder,,4/1/2026,70.3308316,6.054849971,14,11.9,11.6156192,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Pipe,Chillum,,Other,Beyond Hello,Beyond Hello - Chillum,,4/1/2026,82.58108214,13.62341244,10,8.25,6.061703153,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Pipe,Other,,Luv Buds,Luv Buds,Luv Buds - Pipe,,4/1/2026,24.03878668,5.297993725,5,,4.537337703,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Rolling Papers,,,Other,Bangerooo,Bangerooo - Rolling Papers,,4/1/2026,8.127262586,2.270568739,4.5,3.82,3.579395086,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Rolling Papers,,,Other,Generic,Generic - Rolling Papers,,4/1/2026,58.73748233,17.40769367,3.834782609,3.4375,3.374225411,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Rolling Papers,,,Other,Granata,Granata - Rolling Papers,,4/1/2026,24.05061511,6.054849971,4.5,,3.972124037,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Vaporizers,Pen/ Hand Held,Rechargeable Battery,AiroPro,AiroPro,AiroPro - Vape Pen,,4/1/2026,123.8588902,10.59598745,26.42857143,29.75,11.68922583,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Vaporizers,Pen/ Hand Held,Rechargeable Battery,Other,Ooze,Ooze - Slim Twist Vape Pen,,4/1/2026,25.39948557,2.270568739,12,,11.18639799,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Vaporizers,Pen/ Hand Held,Rechargeable Battery,Other,Pulsar,Pulsar - DL Vaporizer,,4/1/2026,387.9499684,19.67826241,29.80769231,28.125,19.71464555,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Vaporizers,Pen/ Hand Held,Rechargeable Battery,Other,Yocan,Yocan - EXgo W2 Kit,,4/1/2026,311.0852156,24.21939989,14.8,11.42545455,12.84446423,,
BEYOND / HELLO - Alexandria (Delivery Menu),Devices,Water Pipe,Oil/ Hash Dab Rig,Hash Dab Rig,Luv Buds,Luv Buds,Luv Buds - Nectar Collector,,4/1/2026,1.090503708,0.756856246,5,4,1.440833334,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,GTI,Beboe,"Beboe - Distillate Gummies - Cloud 9  - 1:1 - 100mg CBG - Sparkling Pear, 20 Count, 100mg THC","100mg THC, 100mg CBG",4/1/2026,325.2555965,11.3528437,35,29.45833333,28.64970267,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,GTI,Beboe,"Beboe - Sweet Dreams Raspberry Plum - Distillate - Gummie Candy - 20 Count, 100mg THC, 20mg CBN","100mg THC, 20mg CBN",4/1/2026,259.8212907,9.839131203,35,29.75,26.40693424,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,GTI,Incredibles,"Incredibles - Distillate Gummy - 1:1 - 100mg CBG - Sour Blue Razzberry, 10 Count, 100mg THC","100mg THC, 100mg CBG",4/1/2026,116.3249438,5.297993725,30,23.78571429,21.95641404,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,GTI,Incredibles,"Incredibles - Rosin Gummy - 1:2 - Tangahhhrine, 10 Count, 100mg THC, 200mg CBD","100mg THC, 200mg CBD",4/1/2026,573.5714019,22.70568739,30,25.14705882,25.26113357,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,GTI,Rythm,"Rythm - Live Rosin Solventless Gummies - Clementine, 10 Count, 100mg THC",100mg THC,4/1/2026,250.8738207,6.054849971,50,42.5,41.43353211,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - 1:1 - Passion Raspberry, 20 Count, 100mg THC, 100mg CBD","100mg THC, 100mg CBD",4/1/2026,2319.764395,102.1755933,25,20.63380282,22.70370369,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - 1:1 - Peachy Paradise, 10 Count, 100mg THC, 100mg CBD","100mg THC, 100mg CBD",4/1/2026,456.0058885,19.67826241,25,20.68181818,23.17307692,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - 1:1:1:1 - 50mg CBG, 50mg CBN - Pink Grapefruit Glow, 10 Count, 50mg THC, 50mg CBD","50mg THC, 50mg CBD, 50mg CBN, 50mg CBG",4/1/2026,542.0982865,22.70568739,25,20.78125,23.875,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - 2:1 - 50mg CBN - Berry Dream, 10 Count, 100mg THC","100mg THC, 50mg CBN",4/1/2026,758.748387,32.5448186,25,20.97222222,23.31395348,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - Blood Orange Boost, 20 Count, 100mg THC",100mg THC,4/1/2026,2442.602164,102.1755933,25.93333333,21.02096774,23.90592592,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - Blueberry Calm, 10 Count, 100mg THC",100mg THC,4/1/2026,2686.044976,97.63445579,29.39534884,23.13113208,27.51124031,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - Bohemian Blackberry, 10 Count, 100mg THC",100mg THC,4/1/2026,526.0150913,23.46254364,25,20.55555556,22.41935484,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Tasteology,"Tasteology - Distillate Gummies - Sour Mango Guava, 20 Count, 100mg THC",100mg THC,4/1/2026,1070.194732,41.62709355,28,23.15384615,25.7090909,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Uncommon Kind,"Uncommon Kind - Live RSO Chews - Calamansi Lime, 10 Count, 100mg THC",100mg THC,4/1/2026,1549.663165,66.60334968,25,20.76388889,23.26704546,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Uncommon Kind,"Uncommon Kind - Live RSO Chews - Morello Cherry, 10 Count, 100mg THC",100mg THC,4/1/2026,974.4524173,43.14080605,24.21052632,20.79545455,22.5877193,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Jushi,Uncommon Kind,"Uncommon Kind - Live RSO Chews - Prickly Pear, 10 Count, 100mg THC",100mg THC,4/1/2026,1942.282342,84.01104335,25,20.825,23.11936937,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Other,Dharma,"Dharma - RSO Gummies - Elderberry, 10 Count, 900mg THC",900mg THC,4/1/2026,595.2303159,4.541137478,160,128,131.0751588,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Other,Dharma Pharmaceuticals,"Dharma Pharmaceuticals - Colada - Distillate - Gummie Candy - 10 Count, 950mg THC",950mg THC,4/1/2026,1347.696927,11.3528437,150,127.5,118.710075,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Other,Dharma Pharmaceuticals,"Dharma Pharmaceuticals - Mandarin - Distillate - Gummie Candy - 10 Count, 950mg THC",950mg THC,4/1/2026,1318.077214,11.3528437,150,122.5,116.1010623,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,Other,Shayo,"Shayo - Rosin Chews - Rise - 1:2 - 200mg CBG - Blood Orange Pomegranate, 20 Count, 100mg THC","100mg THC, 200mg CBG",4/1/2026,1180.695744,31.78796235,40,33.33333333,37.14285713,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,The Cannabist,Dreamt,"Dreamt - Rosin Gummies - Sleep - 5:2:1 - 20mg CBN - Honey Lemon, 20 Count, 100mg THC, 40mg CBD","100mg THC, 40mg CBD, 20mg CBN",4/1/2026,386.9375885,13.62341244,35,29.75,28.40239846,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,The Cannabist,Hedy,"Hedy - Distillate Gummies - Cherry Lime, 10 Count, 400mg THC",400mg THC,4/1/2026,603.6090224,9.839131203,76,64.6,61.34779687,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,The Cannabist,Hedy,"Hedy - Distillate Gummies - Watermelon, 10 Count, 400mg THC",400mg THC,4/1/2026,1561.697179,22.70568739,76,62.4625,68.78000001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Gummie Candy,,The Cannabist,Hedy,"Hedy - Gummies - Green Apple, 12 Count, 230mg THC",230mg THC,4/1/2026,1185.869524,19.67826241,76,63.56363636,60.26291851,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Candy,Hard Candy,Lozenges,Verano,Encore Edibles,"Encore Edibles - Distillate Sweet Stones - Wild Berry, 20 Count, 100mg THC",100mg THC,4/1/2026,412.6877833,16.65083742,30,24.875,24.78480649,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Chocolates,Chocolates,Chocolate Bars,GTI,Incredibles,"Incredibles - Distillate Chocolates - 5:1 - 20mg CBN - Snoozeberry, 10 Count, 100mg THC","100mg THC, 20mg CBN",4/1/2026,644.7098811,22.70568739,32.66666667,27.30555556,28.3942023,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Chocolates,Chocolates,Chocolate Pieces,Other,Carm's,"Carm's - Decadent - Distillate - Chocolate Pieces - 10 Count, 100mg THC",100mg THC,4/1/2026,799.3235064,24.97625613,35,29.02083333,32.00333558,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Chocolates,Chocolates,Chocolate Pieces,Other,Carm's,"Carm's - Espresso - Distillate - Chocolate Pieces - 10 Count, 100mg THC",100mg THC,4/1/2026,366.8860654,10.59598745,35,29.75,34.62499999,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Chocolates,Chocolates,Chocolate Pieces,Other,Carm's,"Carm's - Milk Chocolate - Distillate - Chocolate Pieces - 10 Count, 100mg THC",100mg THC,4/1/2026,1691.384497,51.46622476,35,29.19,32.86397059,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Pills,Capsule,,Jushi,Nira+,"Nira+ - Balanced - Distillate - Capsule - 30 Count, 150mg THC",150mg THC,4/1/2026,317.439202,6.811706218,54,43.2,46.6020101,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Pills,Tablet,,Verano,Avexia,"Avexia - Distillate - Tablet - 40 Count, 100mg THC, 100mg CBG","100mg THC, 100mg CBG",4/1/2026,28.03408522,0.756856246,40,,37.04017159,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Pills,Tablet,,Verano,Avexia,"Avexia - Distillate - Tablet - 40 Count, 100mg THC, 400mg CBD","100mg THC, 400mg CBD",4/1/2026,272.9322725,8.325418711,40,32.75,32.78300852,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Pills,Tablet,,Verano,Avexia,"Avexia - RSO Tablet - 1:1 - Harmony, 40 Count, 100mg THC, 100mg CBD","100mg THC, 100mg CBD",4/1/2026,427.1318141,12.10969994,40,32.57142857,35.2718743,,
BEYOND / HELLO - Alexandria (Delivery Menu),Edibles,Pills,Tablet,,Verano,Avexia,"Avexia - RSO Tablet - 1:1:1 - Comfort, 100mg CBN, 40 Count, 100mg THC, 100mg CBD","100mg THC, 100mg CBD, 100mg CBN",4/1/2026,246.4646727,7.568562464,40,33.75,32.56426486,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Oil,RSO,,Jushi,Nira+,Nira+ - Apple Mintz - RSO - (1g),1g,4/1/2026,107.8520151,2.270568739,50,42.5,47.5,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Oil,RSO,,Jushi,Nira+,Nira+ - GMO - RSO (1g),1g,4/1/2026,943.8225522,21.94883115,50,41.25,43.00103936,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Oil,RSO,,Jushi,Nira+,Nira+ - Havana Kush - RSO - (1g),1g,4/1/2026,811.9175383,25.73311238,35,28.48611111,31.55147058,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Oil,RSO,,Jushi,Nira+,Nira+ - Pineapple Donut - RSO - (1g),1g,4/1/2026,385.7052614,9.839131203,50,41.04166667,39.20115033,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Oil,RSO,,Jushi,Nira+,Nira+ - Sherbanger - RSO - (1g),1g,4/1/2026,60.54932882,1.513712493,50,42.5,40.00054773,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Resin,Crumble,,Jushi,The Lab,The Lab - Spirit Soda - Crumble - (1g),1g,4/1/2026,339.3064222,6.054849971,65,52,56.03878277,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Hash,,The Cannabist,Amber,Amber - Southside Cookies - Live Hash - (1g),1g,4/1/2026,77.4002593,1.513712493,70,56,51.13273469,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Hash,,The Cannabist,Amber,Amber - The Solution - Live Hash - (1g),1g,4/1/2026,292.220814,5.297993725,70,59.5,55.15688186,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - BK OG - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,245.9782801,3.784281232,65,,65.00000001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - DNA Cake - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,747.3955433,12.86655619,58.82352941,37.5,58.08823529,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - GMO - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,678.900053,12.10969994,59.375,42.4,56.06250001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Grape Gas - Live Rosin (Two Grams)- Rosin (1g),1g,4/1/2026,920.7156238,15.13712493,62.75,47.16666667,60.825,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Green Diesel - Live Rosin - (1g),1g,4/1/2026,597.7272206,9.839131203,65,53.95,60.75,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Mimosa - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,179.5641445,3.027424986,65,53.625,59.31250001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Pineapple Donut - Live Rosin - (1g),1g,4/1/2026,329.5725983,5.297993725,65,,62.20705713,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Purple Starfruit - Live Rosin - (1g),1g,4/1/2026,993.7522515,15.89398117,65,52,62.52380954,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - RS11 - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,430.4619901,6.811706218,65,48.75,63.19444443,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Sour Garlic - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,814.1881071,13.62341244,65,54.52777778,59.76388887,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Spritzer - Live Rosin (Half Gram)- Rosin (1g),1g,4/1/2026,136.9485295,2.270568739,65,55.25,60.3146371,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,Jushi,The Lab,The Lab - Wedding Kush - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,1493.08816,23.46254364,65,50.91666667,63.63709677,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,The Cannabist,Amber,Amber - Faerie Fire - Live Rosin - (1g),1g,4/1/2026,476.1282967,7.568562464,87,71.34,62.90868299,,
BEYOND / HELLO - Alexandria (Delivery Menu),Extracts,Solventless,Rosin,,The Cannabist,Amber,Amber - The Solution - Live Rosin (Gram)- Rosin (1g),1g,4/1/2026,171.4274881,2.270568739,87,73.95,75.49980107,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - 33 Weddings - Flower - Pre-Ground (7g),7g,4/1/2026,580.4801141,13.62341244,49.5,34.65,42.6090098,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - Gelato Sunset - Flower - Pre-Ground (7g),7g,4/1/2026,130.168268,3.027424986,49.5,34.65,42.99636444,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - Green Diesel - Flower - Pre-Ground (7g),7g,4/1/2026,140.7224519,3.027424986,49.5,,46.48255615,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - Havana Kush - Flower - Pre-Ground (7g),7g,4/1/2026,426.5951307,9.839131203,49.5,42.07,43.35699178,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - HiFlyer - Flower - Pre-Ground (7g),7g,4/1/2026,1063.950668,24.21939989,49.5,40.11842105,43.92968748,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - Lemon Fresh - Flower - Pre-Ground (7g),7g,4/1/2026,879.5153243,18.92140616,49.5,,46.48255615,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Jushi,SeCHe,SeCHe - Purple Starfruit - Flower - Pre-Ground (7g),7g,4/1/2026,1357.39243,31.78796235,49.5,39.2024,42.70146086,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Old Pal,Old Pal,Old Pal - Cookies N Cream - Flower - Pre-Ground (14g),14g,4/1/2026,1906.520885,37.08595607,55,45.22222222,51.40816328,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Old Pal,Old Pal,Old Pal - MAC Whip - Flower - Pre-Ground (14g),14g,4/1/2026,1230.080614,24.97625613,55,45.5125,49.24999998,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Old Pal,Old Pal,Old Pal - Southside Skunk - Flower - Pre-Ground (14g),14g,4/1/2026,522.4200241,9.839131203,55,46.75,53.09615385,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Old Pal,Old Pal,Old Pal - Tropical MAC - Flower - Pre-Ground (14g),14g,4/1/2026,1369.531378,27.24682487,55,46.475,50.26388889,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Old Pal,Old Pal,Old Pal - Velvet Berry - Flower - Pre-Ground (14g),14g,4/1/2026,3785.984159,75.68562464,55,45.24019608,50.02250001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Other,Dharma Pharmaceuticals,Dharma Pharmaceuticals - Citrus Crush - Flower - Pre-Ground (14g),14g,4/1/2026,422.987408,4.541137478,110,86.16666667,93.14569533,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Baklava - Flower - Pre-Ground (7g),7g,4/1/2026,125.2772909,2.270568739,70,58.33333333,55.17441016,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Cookies and Cream - Flower - Pre-Ground (7g),7g,4/1/2026,92.70519523,1.513712493,70,59.5,61.24359524,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Fiji Sunset - Flower - Pre-Ground (7g),7g,4/1/2026,85.18855778,1.513712493,70,59.5,56.27789833,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Gastro Pop - Flower - Pre-Ground (7g),7g,4/1/2026,378.3374184,6.054849971,70,59.5,62.48501948,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Grape Noir - Flower - Pre-Ground (7g),7g,4/1/2026,42.59427889,0.756856246,70,59.5,56.27789837,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Mega Squirt - Flower - Pre-Ground (7g),7g,4/1/2026,458.2764572,6.811706218,70,57.75,67.27777777,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Modified Grapes - Flower - Pre-Ground (7g),7g,4/1/2026,338.2486853,6.054849971,70,57.5,55.86409026,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Runtz Muffin - Flower - Pre-Ground (7g),7g,4/1/2026,166.8693514,3.027424986,63,53.55,55.11923571,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Pre-Ground,,,Verano,Savvy,Savvy - Sticky Icky - Flower - Pre-Ground (7g),7g,4/1/2026,626.3864543,10.59598745,70,58.33333333,59.11543943,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - Black Maple - Flower - Whole Buds (3.5g),3.5g,4/1/2026,434.0750959,10.59598745,50,40.41666667,40.96598811,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - Chicken and Waffles - Flower - Whole Buds (14g),14g,4/1/2026,2977.318059,22.70568739,150,124.8214286,131.1265327,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - Creamsicle Sunset - Flower - Whole Buds (3.5g),3.5g,4/1/2026,82.38731765,2.270568739,50,42.5,36.28488151,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - GMO - Flower - Whole Buds (3.5g),3.5g,4/1/2026,60.59429783,2.270568739,50,40,26.686837,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - Jet Fuel OG - Flower - Whole Buds (3.5g),3.5g,4/1/2026,161.932221,6.054849971,50,41.5,26.74421691,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - Jet Fuel OG - Flower - Whole Buds (7g),7g,4/1/2026,197.5653564,3.784281232,90,73.5,52.20683778,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - L'Orange - Flower - Whole Buds (3.5g),3.5g,4/1/2026,473.4383316,11.3528437,50,40.83333333,41.70218001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - LA Kush Cake - Flower - Whole Buds (3.5g),3.5g,4/1/2026,240.9279461,6.054849971,50,41,39.79090271,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Good Green,Good Green - Mystic Mint - Flower - Whole Buds (3.5g),3.5g,4/1/2026,481.1997299,12.10969994,50,42.5,39.73671786,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Afternoon Delight - Flower - Whole Buds (7g),7g,4/1/2026,75.68562464,0.756856246,100,,100.0000001,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Bananaconda - Flower - Whole Buds (3.5g),3.5g,4/1/2026,695.8520906,14.38026868,60,49,48.38936644,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Brownie Scout - Flower - Whole Buds (3.5g),3.5g,4/1/2026,696.8340144,15.13712493,60,48,46.03476668,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Cherry Maui Wowie - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1897.595446,38.59966857,60,50.33333333,49.16092589,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Cherry Maui Wowie - Flower - Whole Buds (7g),7g,4/1/2026,2176.01419,25.73311238,100,82.69230769,84.56086298,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Donut Trip - Flower - Whole Buds (7g),7g,4/1/2026,443.087086,5.297993725,100,83.75,83.63299562,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Head Cracker - Flower - Whole Buds (3.5g),3.5g,4/1/2026,383.6316435,7.568562464,60,51,50.68751765,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Runtz - Flower - Whole Buds (3.5g),3.5g,4/1/2026,179.2567225,3.784281232,60,48,47.36876345,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,GTI,Rythm,Rythm - Runtz - Flower - Whole Buds (7g),7g,4/1/2026,1097.441557,11.3528437,100,83.33333333,96.66666661,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,Jushi,SeCHe,SeCHe - Apple Mintz - Flower - Whole Buds (28g),28g,4/1/2026,963.9321154,6.054849971,199,153.5142857,159.2,,
BEYOND / HELLO - Alexandria (Delivery Menu),Flower,Whole Buds,,,Jushi,SeCHe,SeCHe - CG Delight - Flower - Whole Buds (7g),7g,4/1/2026,895.5517931,18.16454991,55,45.25,49.3021736,,
