restockMaster[state],restockMaster[productDescription],restockMaster[productName],restockMaster[location],restockMaster[vendor],restockMaster[brand],restockMaster[primaryCategory],restockMaster[subCategory],restockMaster[productGramsMapped],[SumtransactionItemsTotalBeforeTax],[Quantity],[Qty_Sold___Day],[Days_in_Stock],[Adj_Qty_Sold___Day],[SumtransactionItemsTotalCost],[GP],[SumtransactionItemsTotalDiscount],[SuminventoryQuantity],[SuminventoryCost],[Avg_Inventory_Age],[Avg_Cost],[Avg_Price],[Avg_Margin],[Par],[Par__Adj_],[Weekly_Usage],[Restock_Amt],[Restock__],[DOS],[Adj_Restock_Amt],[Adj_Restock__],[DOS__Adj_]
Maryland,Swift Lifts Single Pack 1g,Swift Lifts Long Lifts Vapor OG Pre-Rolls 1.0g Single,ZEN-Germantown,Verano,Swift Lifts,Pre-Roll,Single Pack,1 g,204.08,25,0.41667,29,0.862068966,175,29.08,83.42,23,161,28,7,8.16,0.14249314,8.75007,18,3,-11.33,-79.31,55.1995584,1,7,26.68
Florida,Savvy Flower 14g,Savvy Apple MAC 14g,MUV-Kendall,Verano,Savvy,Flower,Flower,14 g,204.07,4,0.06667,36,0.111111111,45.12824855,158.9417515,116.93,8,120.3419961,35,11.28,51.02,0.778858977,1.40007,2,0,-6.13,-69.15,119.9940003,-5,-56.4,72
Florida,Savvy Multi-Pack 5g,Savvy Trop Teeth #8 Barrels 5g [10-Pack],MUV-Ft Myers Cypress,Verano,Savvy,Pre-Roll,Multi-Pack,5 g,204.07,9,0.15,33,0.272727273,37.85537733,166.2146227,252.68,23,124.3819541,32,4.21,22.67,0.814498077,3.15,6,1,-18.8,-79.15,153.3333333,-15,-63.15,84.33333333
New Jersey,Valhalla Candy Gummy 0.1g,Valhalla Pink Lemonade Gummy 100mg [2pk],ZEN-Lawrence Township,TerrAscend,Valhalla,Edible,Candy,0.1 g,204.07,13,0.21667,53,0.245283019,87.75,116.32,62.43,7,47.25,52,6.75,15.7,0.57000049,4.55007,5,2,-0.93,-6.28,32.30719527,0,0,28.53846154
Pennsylvania,Prime Wellness Cartridge 1g,Prime Wellness Londyn Don Extractor's Blend Live Resin 1g Cartridge,ZEN-Clifton Heights,Acreage,Prime Wellness,Vape,Cartridge,1 g,204.07,5,0.08333,33,0.151515152,100,104.07,48.43,0,0,,20,40.81,0.509972068,1.74993,3,1,2.33,46.6,0,4,80,0
Pennsylvania,Pulsar Batteries 510 Battery Each,Pulsar DL 2.0 PRO 510 Battery Auto-Draw Thermo Crystal Ball,ZEN-Clifton Heights,Hara Supply,Pulsar,Accessories,Batteries,,204.07,8,0.13333,30,0.266666667,108,96.07,39.93,0,0,,13.5,25.51,0.470769834,2.79993,6,1,3.73,50.36,0,7,94.5,0
Florida,Sweet Supply Single Pack 0.7g,Sweet Supply Cherry Punch 0.7g [1-Pack],MUV-Pinellas Park,Verano,Sweet Supply,Pre-Roll,Single Pack,0.7 g,204.06,60,1,27,2.222222222,37.55176329,166.5082367,290.94,0,0,,0.63,3.4,0.815976853,21,47,7,28,17.64,0,62,39.06,0
Illinois,Swift Lifts Single Pack 1g,Swift Lifts Long Lifts Grape Junky Pre-Roll 1g [1pk],ZEN-Highland Park,Verano,Swift Lifts,Pre-Roll,Single Pack,1 g,204.06,22,0.36667,50,0.44,154,50.06,114.94,15,105,34,7,9.28,0.245320004,7.70007,9,3,-4.73,-33.11,40.90871901,-3,-21,34.09090909
Illinois,Swift Lifts Multi-Pack 2.5g,Swift Lifts Guava Casquitos Pre-Roll 2.5g [5pk],ZEN-Prospect Heights,Verano,Swift Lifts,Pre-Roll,Multi-Pack,2.5 g,204.04,24,0.4,12,2,408,-203.96,623.96,0,0,,17,8.5,-0.99960792,8.4,42,3,11.2,190.4,0,56,952,0
Nevada,&Shine Cured Extract Badder 1g,&Shine Swamp Water Fumez Badder 1g Cured Resin,ZEN-Apache,GTI,&Shine,Concentrate,Cured Extract,1 g,204.03,11,0.18333,47,0.234042553,105.6,98.43,131.47,14,134.4,46,9.6,18.55,0.482429055,3.84993,5,1,-8.87,-85.15,76.36502482,-7,-67.2,59.81818182
Florida,MUV Candy Gummy 0.1g,Bits Guava Soft Chews 100mg [20-Pack],MUV-W Palm Beach Datura,Verano,MUV,Edible,Candy,0.1 g,204.03,16,0.26667,61,0.262295082,10.76786949,193.2621305,207.97,32,28.71431864,53,0.67,12.75,0.947224087,5.60007,6,2,-24.53,-16.44,119.9985,-25,-16.75,122
West Virginia,(the) Essence All In One 0.3g,(the) Essence Blueberry 0.3g All-In-One,ZEN-Buckhannon,Verano,(the) Essence,Vape,All In One,0.3 g,204.02,11,0.18333,44,0.25,165,39.02,128.73,4,60,39,15,18.55,0.191255759,3.84993,5,1,1.13,16.95,21.81857852,3,45,16
Florida,MUV Multi-Pack 3.5g,MÜV Fruit Pops 3.5g [5-Pack],MUV-North Port,Verano,MUV,Pre-Roll,Multi-Pack,3.5 g,204.01,11,0.18333,60,0.183333333,38.33417374,165.6758263,189.24,37,141.8364428,62,3.48,18.55,0.812096595,3.84993,4,1,-31.87,-110.91,201.8218513,-32,-111.36,201.8181818
Ohio,Hillfire Whole Buds 2.83g,Firelands Scientific | HillFire | Flower | Syrup & Spice (I) (25.6%) | 2.83g,ZEN-Dayton,Firelands Scientific,Hillfire,Flower,Whole Buds,2.83 g,204,10,0.16667,18,0.555555556,106.25,97.75,51,30,318.75,19,10.63,20.4,0.479166667,3.50007,12,1,-25.33,-269.26,179.9964001,-14,-148.82,54
Illinois,High Supply Single Pack 1g,High Supply Ice Cream Cake Pre-Roll 1g [1pk],ZEN-Aurora,Cresco,High Supply,Pre-Roll,Single Pack,1 g,203.99,22,0.36667,27,0.814814815,123.86,80.13,137.01,0,0,,5.63,9.27,0.392813373,7.70007,17,3,10.27,57.82,0,23,129.49,0
Michigan,Yeti Ground 28g,Yeti Washington Apple 28g Ground,ZEN-Buchanan,Grown Rogue,Yeti,Flower,Ground,28 g,203.98,10,0.16667,44,0.227272727,124,79.98,100.77,0,0,,12.4,20.4,0.392097264,3.50007,5,1,4.67,57.91,0,6,74.4,0
Arizona,Made Small Buds 14g,Made Nightlife 14g Smalls,ZEN-Mesa,Project Packs,Made,Flower,Small Buds,14 g,203.97,3,0.05,20,0.15,150,53.97,97.53,0,0,,50,67.99,0.264597735,1.05,3,0,1.4,70,0,4,200,0
New Jersey,Timeless Cartridge 0.5g,Timeless Jungle Punch 0.5g Cartridge,ZEN-Mount Holly,Timeless,Timeless,Vape,Cartridge,0.5 g,203.97,8,0.13333,42,0.19047619,128,75.97,120.03,4,64,41,16,25.5,0.372456734,2.79993,4,1,-0.27,-4.32,30.00075002,1,16,21
Arizona,Turn Batteries Auto Draw Each,Turn Podpak Black Auto Draw Battery,ZEN-Gilbert (VL),Project Packs,Turn,Accessories,Batteries,,203.96,10,0.16667,37,0.27027027,150,53.96,101.04,0,0,,15,20.4,0.264561679,3.50007,6,1,4.67,70.05,0,8,120,0
Florida,MUV Cartridge 0.5g,MÜV Plus Minty Blizzard 0.5g,MUV-Panama City,Verano,MUV,Vape,Cartridge,0.5 g,203.96,10,0.16667,25,0.4,33.85571401,170.104286,203.54,0,0,,3.39,20.4,0.83400807,3.50007,8,1,4.67,15.83,0,11,37.29,0
Massachusetts,Rythm Whole Buds 28g,Rythm | Flower Dulce De Uva (I) | 28g,ZEN-Plymouth,GTI,Rythm,Flower,Whole Buds,28 g,203.95,2,0.03333,2,1,120,83.95,37.05,,,,60,101.98,0.411620495,0.69993,21,0,0.93,55.8,,28,1680,
Michigan,Hash House Live Rosin Cartridge 0.5g,Hash House Zierra Mist Live Rosin 0.5g Cartridge,ZEN-Buchanan,Redbud Roots,Hash House,Vape,Cartridge,0.5 g,203.95,14,0.23333,38,0.368421053,138.88,65.07,83.05,25,248,37,9.92,14.57,0.319048786,4.89993,8,2,-18.47,-183.22,107.1443878,-15,-148.8,67.85714286
Illinois,Alchemy Cured Extract Resin 2.5g,Alchemy Project 903 Resin 2.5g Cured Resin,ZEN-Lombard,NuEra,Alchemy,Concentrate,Cured Extract,2.5 g,203.87,4,0.06667,34,0.117647059,112,91.87,118.13,46,1288,33,28,50.97,0.450630304,1.40007,2,0,-44.13,-1235.64,689.9655017,-43,-1204,391
Illinois,(the) Essence Multi-Pack 5g,(the) Essence Gelato 41 Pre-Roll 5g [10pk],ZEN-Saint Charles,Verano,(the) Essence,Pre-Roll,Multi-Pack,5 g,203.87,12,0.2,7,1.714285714,234,-30.13,270.13,0,0,,19.5,16.99,-0.147790258,4.2,36,1,5.6,109.2,0,48,936,0
Florida,MUV  Each,MÜV Gator Long Sleeve Shirt XL,MUV-Apollo Beach,Verano,MUV,Apparel,T-Shirt,,203.86,9,0.15,37,0.243243243,0,203.86,111.14,0,,,0,22.65,1,3.15,5,1,4.2,0,0,7,0,0
Florida,Verano Single Pack 0.7g,Verano Glitter Bomb 0.7g [1-Pack],MUV-Navarre,Verano,Verano,Pre-Roll,Single Pack,0.7 g,203.86,42,0.7,57,0.736842105,16.90663411,186.9533659,226.64,0,0,,0.4,4.85,0.917067428,14.7,15,5,19.6,7.84,0,21,8.4,0
Connecticut,Theraplant Pills 0.1g,Theraplant Low Strength Pagoti Pill 100mg [10pk],ZEN-Newington,Theraplant,Theraplant,Edible,Pills,0.1 g,203.85,25,0.41667,36,0.694444444,162.5,41.35,90.15,8,52,18,6.5,8.15,0.202845229,8.74986,12,3,3.66,23.79,19.1998464,9,58.5,11.52
Florida,MUV Whole Buds 7g,MÜV GMO Jungle Cake 7g,MUV-Orlando,Verano,MUV,Flower,Whole Buds,7 g,203.84,6,0.1,20,0.3,45.33861304,158.501387,337.66,18,136.0158391,19,7.56,33.97,0.777577448,2.1,6,1,-15.2,-114.91,180,-10,-75.6,60
Florida,Savvy Pod 2g,Savvy HYPHEN Watermelon Z 2g Pod,MUV-St. Augustine,Verano,Savvy,Vape,Pod,2 g,203.82,6,0.1,28,0.214285714,0,203.82,334.68,42,,27,0,33.97,1,2.1,5,1,-39.2,0,420,-36,0,196
Florida,Sweet Supply Single Pack 0.7g,Sweet Supply Berry A La Mode 0.7g [1-Pack],MUV-JAX DH,Verano,Sweet Supply,Pre-Roll,Single Pack,0.7 g,203.82,48,0.8,19,2.526315789,0,203.82,192.18,0,,,0,4.25,1,16.8,53,6,22.4,0,0,71,0,0
Michigan,Play Rosin Cartridge 1g,Play | Cartridge Rosin Infused Distillate Vape | Lemon Cherry Gelato | 1g (AU),ZEN-Buchanan,Rkive,Play,Vape,Cartridge,1 g,203.82,28,0.46667,26,1.076923077,88.5136,115.3064,83.18,,,,3.16,7.28,0.565726622,9.80007,23,3,13.07,41.3,,30,94.8,
Pennsylvania,Kind Tree Small Buds 7g,Kind Tree Durban Poison 7g Smalls,ZEN-Pittsburgh Robinson,TerrAscend,Kind Tree,Flower,Small Buds,7 g,203.81,5,0.08333,41,0.12195122,105,98.81,98.69,15,315,40,21,40.76,0.484814288,1.74993,3,1,-12.67,-266.07,180.0072003,-12,-252,123
Virginia,AVD Batteries Variable Voltage Each,*Active - Black Variable Voltage Root XL - Vape Battery,ZEN-Hampton,Active,AVD,Accessories,Batteries,,203.81,16,0.26667,23,0.695652174,115.2,88.61,34.59,9,64.8,24,7.2,12.74,0.434767676,5.60007,15,2,-1.53,-11.02,33.74957813,10,72,12.9375
Florida,Savvy Pod 2g,Savvy HYPHEN Apple Fritter 2g Pod,MUV-Crystal River,Verano,Savvy,Vape,Pod,2 g,203.8,5,0.08333,29,0.172413793,0,203.8,244.95,19,,28,0,40.76,1,1.74993,4,1,-16.67,0,228.0091204,-14,0,110.2
Florida,Sweet Supply Whole Buds 7g,Sweet Supply Ice Cream Candy 7g,MUV-Hobe Sound,Verano,Sweet Supply,Flower,Whole Buds,7 g,203.8,6,0.1,26,0.230769231,0,203.8,217.7,18,,25,0,33.97,1,2.1,5,1,-15.2,0,180,-12,0,78
Illinois,Avexia Extract RSO 0.5g,Avexia Gas Powered cake RSO .5g RSO,ZEN-CHI Pilsen,Verano,Avexia,Concentrate,Extract,0.5 g,203.8,8,0.13333,39,0.205128205,160,43.8,120.2,0,0,,20,25.48,0.214916585,2.79993,4,1,3.73,74.6,0,6,120,0
Florida,(the) Essence Cartridge Nectar 0.5g,(the) Essence Nectar Wino #4 0.5g,MUV-Lake City,Verano,(the) Essence,Vape,Cartridge,0.5 g,203.8,9,0.15,60,0.15,38.69224458,165.1077554,162.95,15,72.54795859,62,4.3,22.64,0.810146003,3.15,3,1,-10.8,-46.44,100,-11,-47.3,100
Pennsylvania,(the) Essence All In One 0.3g,(the) Essence Nectar Grape Mint Gas Cured Resin 0.3g All-In-One,ZEN-Washington,Verano,(the) Essence,Vape,All In One,0.3 g,203.8,12,0.2,39,0.307692308,150,53.8,102.2,0,0,,12.5,16.98,0.263984298,4.2,6,1,5.6,70,0,9,112.5,0
Florida,(the) Essence Single Pack 0.7g,(the) Essence Pink Certz 0.7g [1-Pack],MUV-Titusville,Verano,(the) Essence,Pre-Roll,Single Pack,0.7 g,203.79,48,0.8,39,1.230769231,0,203.79,192.21,24,,38,0,4.25,1,16.8,26,6,-1.6,0,30,10,0,19.5
Illinois,Cresco Live Extract Budder 1g,Cresco Labs Purple Churro Budder 1g Live Resin,ZEN-Evanston,Cresco,Cresco,Concentrate,Live Extract,1 g,203.77,7,0.11667,61,0.114754098,131.25,72.52,149.73,5,93.75,73,18.75,29.11,0.355891446,2.45007,2,1,-1.73,-32.44,42.8559184,-2,-37.5,43.57142857
Florida,Verano Single Pack 0.7g,Verano Glitter Bomb 0.7g [1-Pack],MUV-Okeechobee,Verano,Verano,Pre-Roll,Single Pack,0.7 g,203.77,48,0.8,51,0.941176471,22.05213145,181.7178685,288.23,0,0,,0.46,4.25,0.891779303,16.8,20,6,22.4,10.3,0,26,11.96,0
Arizona,Gron Candy Gummy 0.1g,Gron Mega Pearl Peach Mango Rosin Gummy 100mg [1pk] Candy,ZEN-Phoenix (Cave Creek),Gron,Gron,Edible,Candy,0.1 g,203.76,21,0.35,36,0.583333333,109.2,94.56,79.24,0,0,,5.2,9.7,0.464075383,7.35,12,2,9.8,50.96,0,16,83.2,0
Florida,Savvy Multi-Pack 1g,Savvy Cherry On Top Barrels 1g [2-Pack],MUV-Shalimar,Verano,Savvy,Pre-Roll,Multi-Pack,1 g,203.76,30,0.5,61,0.491803279,0,203.76,208.49,2,,68,0,6.79,1,10.5,10,4,12,0,4,12,0,4.066666667
Nevada,Trendi All In One 0.9g,Trendi Blood Honey Live Resin 0.9g All-In-One,ZEN-Reno,Planet 13,Trendi,Vape,All In One,0.9 g,203.76,6,0.1,22,0.272727273,114,89.76,159.24,0,0,,19,33.96,0.440518257,2.1,6,1,2.8,53.2,0,8,152,0
Florida,(the) Essence Cartridge Nectar 1g,(the) Essence Nectar Applescotti 1g,MUV-Sarasota Main,Verano,(the) Essence,Vape,Cartridge,1 g,203.75,7,0.11667,19,0.368421053,0,203.75,326.5,17,,18,0,29.11,1,2.45007,8,1,-13.73,0,145.7101226,-7,0,46.14285714
Arizona,Drip Single Pack Infused 0.7g,Drip Caviar Herojuana x Pineapple Express Infused Pre-Roll .7g [1pk],ZEN-Mesa,TruMed,Drip,Pre-Roll,Single Pack,0.7 g,203.75,24,0.4,45,0.533333333,162,41.75,168.25,0,0,,6.75,8.49,0.204907975,8.4,11,3,11.2,75.6,0,15,101.25,0
Florida,Edie Parker Cartridge Each,Edie Parker Maui Mango 1g,MUV-Palatka,Verano,Edie Parker,Accessories,Rolling Papers/Cones,,203.74,5,0.08333,61,0.081967213,45.18004616,158.5599538,122.51,0,0,,9.04,40.75,0.778246559,1.74993,2,1,2.33,21.06,0,2,18.08,0
