Locations,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Brand House,Brand,Product,Pack Size,Month,Total Retail Sales,Total Units,Original List Price,Discount List Price,Pack ARP,EQ ARP,Cost
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Flower,Whole Buds,,,Other,Country Grown,Country Grown - Slurricane - Flower - Whole Buds (7g),7g,4/1/2026,675.2262996,14.84659838,65,50,45.48020242,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Flower,Whole Buds,,,Other,Country Grown,Country Grown - Virtuoso - Flower - Whole Buds (1g),1g,4/1/2026,372.3625009,53.81891914,10,,6.918803032,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Flower,Whole Buds,,,Other,Country Grown,Country Grown - Virtuoso - Flower - Whole Buds (28g),28g,4/1/2026,577.8038807,3.711649596,225,,155.6730682,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Flower,Whole Buds,,,Other,Country Grown,Country Grown - Virtuoso - Flower - Whole Buds (3.5g),3.5g,4/1/2026,359.5224147,14.84659838,35,,24.21581062,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Sublinguals,Tinctures,Dropper,,Other,AltSol,"AltSol - Apple Mintz - Dropper - 20 Count, 400mg THC",400mg THC,4/1/2026,447.8293783,9.279123989,60,,48.26203194,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,AltSol,"AltSol - Fuel Biscuits - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,577.7971321,12.99077359,55,,44.47749998,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,AltSol,"AltSol - Permanent Marker - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,102.0321138,1.855824798,55,,54.97938917,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Country Grown,"Country Grown - Double Yuzu - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,2691.275453,109.4936631,35,,24.57928045,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Country Grown,"Country Grown - Peach Fuzz - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,1973.904006,79.80046631,35,30,24.73549463,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Country Grown,"Country Grown - Pink Hawaiian - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,2691.275453,109.4936631,35,,24.57928045,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Country Grown,"Country Grown - Tropical Tornado - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,1322.830308,53.81891914,35,,24.57928047,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Honey Vape,"Honey Vape - BG - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,1449.332977,38.97232076,55,35,37.1887778,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Honey Vape,"Honey Vape - Granddaddy Purple - Distillate Cartridge, 1000mg",1000mg,4/1/2026,1409.299558,35.26067116,60,36.4,39.96802987,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Honey Vape,"Honey Vape - HL - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,1466.573226,38.97232076,55,35.875,37.63114943,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Honey Vape,"Honey Vape - Sour Diesel - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,1354.420352,33.40484636,60,35,40.54562435,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Distillate Cartridge,,Other,Honey Vape,"Honey Vape - ZKIT - Distillate Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,2601.659266,70.52134232,55,35.58333333,36.89180013,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Live Resin Cartridge,,Other,Country Grown,"Country Grown - Clementine - Live Resin Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,620.3708124,27.83737197,35,,22.28553806,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Live Resin Cartridge,,Other,Country Grown,"Country Grown - First Class Funk Live CDT - Live Resin Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,2109.260762,94.64706469,35,,22.28553806,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Live Resin Cartridge,,Other,Country Grown,"Country Grown - Live Clementine - Live Resin Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,454.9385958,20.41407278,35,,22.28553806,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Oil Cartridge,,Other,Country Grown,"Country Grown - Indica Strain Blends - Oil Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,718.622691,20.41407278,50,,35.20231846,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Oil Cartridge,,Other,Country Grown,"Country Grown - Riddler - Oil Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,1502.574718,42.68397035,50,,35.20231847,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Cartridge,Oil Cartridge,,Other,Country Grown,"Country Grown - Virtuoso - Oil Cartridge, 1000mg, 1 Count",1000mg,4/1/2026,778.5840559,22.26989757,50,35,34.96127692,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Holistic Industries,Strane,"Strane - K MAC - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,289.8407096,7.423299192,50,,39.04472959,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Holistic Industries,Strane,"Strane - Sativa Strain Blends - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,545.3099423,14.84659838,50,,36.72962172,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Honey Vape,"Honey Vape - Blackberry Kush - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,3272.64278,76.08881671,65,45.4375,43.010825,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Honey Vape,"Honey Vape - Blue Dream - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,4460.145857,111.3494879,62.58333333,39.92105263,40.05537826,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Honey Vape,"Honey Vape - Dutch Treat - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1203.163557,29.69319677,60,44.4,40.51983915,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Honey Vape,"Honey Vape - Granddaddy Purple - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,2164.119083,50.10726954,65,46.4,43.18972283,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Honey Vape,"Honey Vape - Huckleberry Buzzsaw - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,992.8051976,25.98154717,60,36.75,38.21193523,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Honey Vape,"Honey Vape - Sour Diesel - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1751.936384,40.82814555,65,45.5,42.91001613,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Monarch,"Monarch - Cherry Ice - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,315.6308676,7.423299192,60,,42.51894736,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Distillate Disposable,,Other,Monarch,"Monarch - Molten Ice - Distillate Disposable, 1000mg, 1 Count",1000mg,4/1/2026,336.4956501,7.423299192,60,,45.32966292,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Live Resin Disposable,,Holistic Industries,Strane,"Strane - Indica Strain Blends - Live Resin Disposable, 1000mg, 1 Count",1000mg,4/1/2026,198.0877145,5.567474394,50,,35.57945677,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Live Resin Disposable,,Other,Country Grown,"Country Grown - Gorilla - Live Resin Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1816.867705,50.10726954,60,42,36.25956317,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Live Resin Disposable,,Other,Country Grown,"Country Grown - Northern Lights - Live Resin Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1093.497562,29.69319677,60,45,36.8265354,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Blurberry - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,845.043911,18.55824798,65,,45.5346815,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Choc Kush - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,312.0162133,7.423299192,60,,42.03201369,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Choc Toro - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1306.703274,31.54902156,60,43,41.41818698,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Do-Si-Dos - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1005.256961,22.26989757,65,45.5,45.13972091,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Double Yuzu x Peach Fuzz - Oil Disposable, 2000mg, 1 Count",2000mg,4/1/2026,1657.586133,31.54902156,75,,52.54001712,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Indica Strain Blends - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1092.056747,25.98154717,60,,42.03201372,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Permafrost - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,676.0351288,14.84659838,65,,45.53468151,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Permanent Marker - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1615.59213,38.97232076,60,43.5,41.45486074,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Pezzle - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,448.6586878,11.13494879,60,43,40.29283801,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Platinum Jelly Breath - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1004.670621,24.12572237,60,45,41.64313116,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Sleezy Rider - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,3075.176154,74.23299192,60,43.5,41.42600311,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Slurricane - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1979.390563,48.25144475,60,42,41.02241028,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Twisted Pie - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,542.9010157,12.99077359,60,45,41.79127686,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Country Grown,"Country Grown - Yellow Roses - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,1365.070933,27.83737197,70,,49.0373493,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Generic,"Generic - Adios MF - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,910.0472888,18.55824798,70,,49.03734931,,
Country Grown Cannabis Dispensary Martinsburg (Martinsburg),Vape,Vape Disposable,Oil Disposable,,Other,Generic,"Generic - Pairo - Oil Disposable, 1000mg, 1 Count",1000mg,4/1/2026,91.00472888,1.855824798,70,,49.03734931,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Apparel,Accessories,Hat,,Other,Generic,Generic - Hat,,4/1/2026,11.41690766,1.825291337,19.99,,6.254841311,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Apparel,Clothing,Tshirts,,Other,Country Grown,Country Grown - Tshirts,,4/1/2026,23.6202162,3.650582674,27.5,,6.470259219,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Devices,Grinder,,,Other,Generic,Generic - Grinder,,4/1/2026,51.95441534,5.475874011,11.99,,9.487876316,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Devices,Vaporizers,Pen/ Hand Held,Rechargeable Battery,Other,Generic,Generic - Rechargeable Battery,,4/1/2026,124.1198109,14.6023307,8.5,,8.499999997,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Devices,Vaporizers,Pen/ Hand Held,Rechargeable Battery,Other,Rokin Vapes,Rokin Vapes - Nitro Vape Pen Kit,,4/1/2026,47.18969422,5.475874011,10.95,,8.617746523,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Edibles,Pills,Tablet,,Other,Rx Pharma,"Rx Pharma - Dissolvable - Distillate - Tablet - 2 Count, 20mg THC",20mg THC,4/1/2026,57.47893123,5.475874011,30,,10.49675926,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Oil,RSO,,Other,Country Grown,Country Grown - Hybrid Strain Blends - RSO - (1g),1g,4/1/2026,1962.017028,100.3910235,30,20,19.54374963,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Oil,RSO,,Other,Country Grown,Country Grown - Indica Strain Blends - RSO - (1g),1g,4/1/2026,1129.559591,54.75874011,30,,20.62793243,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Oil,RSO,,Other,Country Grown,Country Grown - Sativa Strain Blends - RSO - (1g),1g,4/1/2026,2306.931696,116.8186456,30,20,19.74797503,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Badder,,Cookies,Cookies,Cookies - Yellow Roses - Live Badder (Half Gram)- Badder (1g),1g,4/1/2026,1936.269858,54.75874011,50,37.5,35.36001475,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Badder,,Slang,Bakked,Bakked - Donny Burger - Badder - (1g),1g,4/1/2026,70.54563059,1.825291337,50,,38.64897025,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Badder,,Slang,Bakked,Bakked - Durban - Badder - (1g),1g,4/1/2026,65.91422886,1.825291337,50,,36.11162094,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Badder,,Slang,Bakked,Bakked - Lilac Diesel - Badder - (1g),1g,4/1/2026,452.6371895,12.77703936,50,37.5,35.42582728,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Badder,,Slang,Bakked,Bakked - Truffle Hound - Badder - (1g),1g,4/1/2026,68.44842514,1.825291337,50,37.5,37.5,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Crumble,,Other,Country Grown,Country Grown - Gorilla - Crumble - (1g),1g,4/1/2026,593.2196845,10.95174802,65,48.75,54.16666667,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Crumble,,Other,Country Grown,Country Grown - Indica Strain Blends - Crumble - (1g),1g,4/1/2026,1829.854565,40.15640942,50,39.16666667,45.5681818,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Crumble,,Other,Country Grown,Country Grown - Modified Grapes - Crumble - (1g),1g,4/1/2026,2240.545116,49.2828661,50,37.75,45.46296296,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Crumble,,Other,Country Grown,Country Grown - Pezzle - Crumble - (1g),1g,4/1/2026,2267.924486,51.10815744,50,38.75,44.37499999,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Crumble,,Other,Country Grown,Country Grown - Riddler - Crumble - (1g),1g,4/1/2026,2874.833856,62.05990546,50,38.63636364,46.32352941,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Crystalline,,Cookies,Cookies,Cookies - Black Cherry Gelato - Crystalline - (1g),1g,4/1/2026,1368.968503,29.20466139,50,37.5,46.87500001,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Extracts,Resin,Resin,,Cookies,Cookies,Cookies - Tahitian Lime - Live Resin (Two Grams)- Resin (1g),1g,4/1/2026,3102.995273,65.71048813,50,37.5,47.22222223,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Pre-Ground,,,Holistic Industries,Strane,Strane - L.A.B. Ground - Flower - Pre-Ground (7g),7g,4/1/2026,205.5354244,5.475874011,55,,37.53472487,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Pre-Ground,,,Other,Country Grown,Country Grown - Blueberry Muffin - Flower - Pre-Ground (7g),7g,4/1/2026,223.5723109,9.126456685,35,,24.49716452,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Pre-Ground,,,Other,Country Grown,Country Grown - Blurberry - Flower - Pre-Ground (7g),7g,4/1/2026,581.2880083,23.72878738,35,,24.49716452,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Shake,,,Cookies,Cookies,Cookies - Pomegranate Shake - Flower - Shake (3.5g),3.5g,4/1/2026,1000.337138,38.33111808,40,25,26.09725957,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Shake,,,Cookies,Cookies,Cookies - Pomegranate Shake - Flower - Shake (7g),7g,4/1/2026,819.4423364,16.42762203,75,51.25,49.88198139,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Blue Razz - Flower - Whole Buds (3.5g),3.5g,4/1/2026,869.5018172,25.55407872,40,,34.02595048,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Blue Suede - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1427.756763,56.58403145,40,22.17391304,25.23250335,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Blue Suede - Flower - Whole Buds (7g),7g,4/1/2026,333.293296,5.475874011,75,55,60.86577144,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Blueberry Cookies - Flower - Whole Buds (3.5g),3.5g,4/1/2026,2297.969088,67.53577947,40,,34.02595048,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Blueberry Cookies - Flower - Whole Buds (7g),7g,4/1/2026,1520.087919,27.37937006,75,50,55.51946285,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Cereal Milk - Flower - Whole Buds (3.5g),3.5g,4/1/2026,869.5018172,25.55407872,40,,34.02595048,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Cereal Milk - Flower - Whole Buds (7g),7g,4/1/2026,1372.227065,21.90349604,75,50,62.64876906,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Cheetah Piss - Flower - Whole Buds (3.5g),3.5g,4/1/2026,766.8591976,27.37937006,40,25,28.00865016,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Cheetah Piss - Flower - Whole Buds (7g),7g,4/1/2026,698.7068174,10.95174802,75,,63.79865718,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Cinnamon Milk x GSC - Flower - Whole Buds (3.5g),3.5g,4/1/2026,683.1799992,20.07820471,40,,34.02595048,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Hollywood - Flower - Whole Buds (3.5g),3.5g,4/1/2026,2111.64727,62.05990546,40,,34.02595048,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Hollywood - Flower - Whole Buds (7g),7g,4/1/2026,1938.245007,31.02995273,75,58.125,62.46367901,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - London Pound Cake - Flower - Whole Buds (3.5g),3.5g,4/1/2026,713.0510706,21.90349604,40,,32.55421277,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - London Pound Cake - Flower - Whole Buds (7g),7g,4/1/2026,512.9068657,9.126456685,75,51.66666667,56.2,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Pacman Jones - Flower - Whole Buds (3.5g),3.5g,4/1/2026,248.4290906,7.301165348,40,,34.02595048,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Pacman Jones - Flower - Whole Buds (7g),7g,4/1/2026,1305.793814,21.90349604,75,51.25,59.61577146,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - That Badu - Flower - Whole Buds (7g),7g,4/1/2026,547.5874011,10.95174802,75,50,50.00000001,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Triple Scoop - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1031.763277,34.6805354,40,25,29.75050025,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Cookies,Cookies,Cookies - Triple Scoop - Flower - Whole Buds (7g),7g,4/1/2026,1796.343924,31.02995273,75,52.72727273,57.89064326,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - 10G's - Flower - Whole Buds (3.5g),3.5g,4/1/2026,784.9748552,23.72878738,45,,33.08111968,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - BTY OG - Flower - Whole Buds (3.5g),3.5g,4/1/2026,63.68161094,1.825291337,45,,34.88846391,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Banana CP - Flower - Whole Buds (3.5g),3.5g,4/1/2026,776.4911865,25.55407872,45,,30.38619373,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Coffin Flop - Flower - Whole Buds (3.5g),3.5g,4/1/2026,412.1107132,12.77703936,45,,32.25400671,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - FL Hays - Flower - Whole Buds (3.5g),3.5g,4/1/2026,858.5549832,25.55407872,45,,33.59757135,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Guava Tart - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1642.426592,71.18636215,45,20,23.07220853,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Highaleah - Flower - Whole Buds (3.5g),3.5g,4/1/2026,116.741815,3.650582674,45,30,31.97895389,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - K MAC - Flower - Whole Buds (3.5g),3.5g,4/1/2026,796.7881973,27.37937006,45,,29.10177245,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - La Baker - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1066.40499,36.50582674,45,,29.21191177,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Lemon Maraschino - Flower - Whole Buds (3.5g),3.5g,4/1/2026,356.3836531,16.42762203,45,,21.69417171,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Mad Honey - Flower - Whole Buds (3.5g),3.5g,4/1/2026,397.7114352,12.77703936,45,,31.12704156,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Sherblatto Mints - Flower - Whole Buds (3.5g),3.5g,4/1/2026,92.66317078,3.650582674,45,,25.383118,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Super Gremlin - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1250.269903,98.5657322,44.53703704,20,12.6846306,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Swampwater Fumez - Flower - Whole Buds (3.5g),3.5g,4/1/2026,760.7877588,23.72878738,45,,32.06180521,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Holistic Industries,Strane,Strane - Wingsuit - Flower - Whole Buds (3.5g),3.5g,4/1/2026,154.1713967,5.475874011,45,,28.1546647,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Other,AltSol,AltSol - 91 Octane - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1138.502476,32.85524407,45,35,34.65207787,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Other,AltSol,AltSol - Blue Sharpies - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1206.301311,34.6805354,45,,34.78323783,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Other,AltSol,AltSol - Cap Junky - Flower - Whole Buds (3.5g),3.5g,4/1/2026,1490.034723,43.80699209,45,,34.01362778,,
Country Grown Cannabis Dispensary Morgantown (Morgantown),Flower,Whole Buds,,,Other,AltSol,AltSol - Hash Burger - Flower - Whole Buds (3.5g),3.5g,4/1/2026,2253.499521,65.71048813,45,,34.29436586,,
