restockMaster[state],restockMaster[productDescription],restockMaster[productName],restockMaster[location],restockMaster[vendor],restockMaster[brand],restockMaster[primaryCategory],restockMaster[subCategory],restockMaster[productGramsMapped],[SumtransactionItemsTotalBeforeTax],[Quantity],[Qty_Sold___Day],[Days_in_Stock],[Adj_Qty_Sold___Day],[SumtransactionItemsTotalCost],[GP],[SumtransactionItemsTotalDiscount],[SuminventoryQuantity],[SuminventoryCost],[Avg_Inventory_Age],[Avg_Cost],[Avg_Price],[Avg_Margin],[Par],[Par__Adj_],[Weekly_Usage],[Restock_Amt],[Restock__],[DOS],[Adj_Restock_Amt],[Adj_Restock__],[DOS__Adj_]
Illinois,High Supply Small Buds 14g,High Supply Pineapple Express 14g Smalls,ZEN-CHI Pilsen,Cresco,High Supply,Flower,Small Buds,14 g,131.61,2,0.03333,1,2,86.86,44.75,109.39,0,0,,43.43,65.81,0.340019755,0.69993,42,0,0.93,40.39,0,56,2432.08,0
Florida,Sweet Supply Whole Buds 14g,Sweet Supply Ice Cream Candy 14g,MUV-JAX DH,Verano,Sweet Supply,Flower,Whole Buds,14 g,131.61,2,0.03333,14,0.142857143,0,131.61,128.89,4,,13,0,65.81,1,0.69993,3,0,-3.07,0,120.0120012,0,0,28
Ohio,(the) Essence Single Pack 1g,The Essence | Preroll | Glitter Bomb (I) (24.77%) | 1g,ZEN-Cincinnati,Verano,(the) Essence,Pre-Roll,Single Pack,1 g,131.6,12,0.2,16,0.75,90,41.6,54.15,,,,7.5,10.97,0.316109422,4.2,16,1,5.6,42,,21,157.5,
Arizona,Select Cartridge 1g,Select Legacy Super Boof 1g Cartridge,ZEN-Phoenix (Emerald),Curaleaf,Select,Vape,Cartridge,1 g,131.59,6,0.1,32,0.1875,90.24,41.35,111.41,14,210.56,30,15.04,21.93,0.314233604,2.1,4,1,-11.2,-168.45,140,-9,-135.36,74.66666667
Virginia,Pulsar Batteries 510 Battery Each,*Pulsar - 510 DL 5.0 Variable Voltage Battery - Assorted Colors,ZEN-Suffolk,LuvBuds,Pulsar,Accessories,Batteries,,131.59,5,0.08333,26,0.192307692,60.9423,70.6477,10.91,3,36.5654,27,12.19,26.32,0.536877422,1.74993,4,1,-0.67,-8.17,36.00144006,2,24.38,15.6
Arizona,WZRD Cured Extract Badder 1g,WZRD Sherbanger Badder 1g Cured Resin,ZEN-Arcadia,Grow Sciences,WZRD,Concentrate,Cured Extract,1 g,131.58,11,0.18333,16,0.6875,82.5,49.08,203.42,0,0,,7.5,11.96,0.373005016,3.84993,14,1,5.13,38.48,0,19,142.5,0
Florida,Verano Single Pack 0.7g,Verano Ice Cream Candy 0.7g [1-Pack],MUV-Stuart,Verano,Verano,Pre-Roll,Single Pack,0.7 g,131.57,24,0.4,43,0.558139535,10.52992466,121.0400753,66.43,0,0,,0.44,5.48,0.91996713,8.4,12,3,11.2,4.93,0,16,7.04,0
Florida,MUV Whole Buds 7g,MÜV Rocky Road 7g,MUV-N Miami Bch 19th,Verano,MUV,Flower,Whole Buds,7 g,131.57,4,0.06667,29,0.137931034,23.40537308,108.1646269,229.43,20,156.0358205,28,5.85,32.89,0.822107068,1.40007,3,0,-18.13,-106.06,299.9850007,-16,-93.6,145
Illinois,In House All In One 0.5g,In House Purple Haze 0.5g All-In-One,ZEN-Highland Park,MariMed,In House,Vape,All In One,0.5 g,131.57,7,0.11667,61,0.114754098,73.5,58.07,81.93,13,136.5,88,10.5,18.8,0.441362013,2.45007,2,1,-9.73,-102.17,111.4253878,-10,-105,113.2857143
Illinois,Joos Cartridge 1g,Joos Green Crack 1g Cartridge,ZEN-Highland Park,Nature's Grace and Wellness,Joos,Vape,Cartridge,1 g,131.57,5,0.08333,11,0.454545455,75,56.57,70.93,0,0,,15,26.31,0.429961237,1.74993,10,1,2.33,34.95,0,13,195,0
Florida,Sweet Supply Extract Budder 1g,Sweet Supply Wedding Kush Mnts Budder 1g,MUV-Tampa W Kennedy,Verano,Sweet Supply,Concentrate,Extract,1 g,131.56,7,0.11667,15,0.466666667,0,131.56,153.69,17,,14,0,18.79,1,2.45007,10,1,-13.73,0,145.7101226,-4,0,36.42857143
Florida,MUV Live Extract Sugar 1g,MÜV Live Resin Pineapple Upside Down Cake Sugar 1g,MUV-Sebastian,Verano,MUV,Concentrate,Live Extract,1 g,131.55,4,0.06667,20,0.2,40.67970667,90.87029333,111.45,0,0,,10.17,32.89,0.690766198,1.40007,4,0,1.87,19.02,0,6,61.02,0
Illinois,Redemption Botanicals Extract RSO 1g,Rare Extracts Hybrid 1g RSO,ZEN-CHI West Loop,Redemption Botanicals,Redemption Botanicals,Concentrate,Extract,1 g,131.55,3,0.05,20,0.15,47.25,84.3,4.95,17,267.75,19,15.75,43.85,0.640820981,1.05,3,0,-15.6,-245.7,340,-13,-204.75,113.3333333
Arizona,SuperFog Multi-Pack Infused 1g,SuperFog Baja Blazed Infused Pre-Roll 1g [2pk],ZEN-Gilbert (VL),Mfused,SuperFog,Pre-Roll,Multi-Pack,1 g,131.53,15,0.25,60,0.25,84.45,47.08,100.97,5,28.15,62,5.63,8.77,0.357941154,5.25,5,2,2,11.26,20,2,11.26,20
Illinois,High Supply Cartridge 1g,High Supply Jelly Rancher 1g Cartridge,ZEN-CHI Rogers Park,Cresco,High Supply,Vape,Cartridge,1 g,131.52,5,0.08333,2,2.5,93.75,37.77,120.98,0,0,,18.75,26.3,0.287180657,1.74993,53,1,2.33,43.69,0,70,1312.5,0
Florida,(the) Essence Batteries 510 Battery Each,(the) Essence Beige 510 Battery Beige,MUV-North Port,Verano,(the) Essence,Accessories,Batteries,,131.51,9,0.15,61,0.147540984,0,131.51,30.49,12,0,90,0,14.61,1,3.15,3,1,-7.8,0,80,-8,0,81.33333333
Illinois,Simply Herb Small Buds 14g,Simply Herb MAC 1 14g Smalls,ZEN-Lombard,Ascend,Simply Herb,Flower,Small Buds,14 g,131.51,2,0.03333,4,0.5,67.5,64.01,49.49,18,607.5,3,33.75,65.76,0.486731047,0.69993,11,0,-17.07,-576.11,540.0540054,-4,-135,36
Arizona,Canamo Cured Extract Resin 3g,Canamo High Octang Sauce 3g Cured Resin,ZEN-Phoenix (Emerald),Ponderosa Botanical Care Inc.,Canamo,Concentrate,Cured Extract,3 g,131.5,5,0.08333,34,0.147058824,137.5,-6,146,20,550,33,27.5,26.3,-0.045627376,1.74993,3,1,-17.67,-485.93,240.0096004,-16,-440,136
Florida,MUV Live Extract Badder 1g,MÜV Live Resin Gush Mints Badder 1g,MUV-Lady Lake,Verano,MUV,Concentrate,Live Extract,1 g,131.49,4,0.06667,57,0.070175439,36.92600811,94.56399189,131.51,0,0,,9.23,32.87,0.719172499,1.40007,1,0,1.87,17.26,0,2,18.46,0
West Virginia,(the) Essence Cartridge 0.5g,(the) Essence Pink Zest BDT 0.5g Cartridge,ZEN-Wheeling,Verano,(the) Essence,Vape,Cartridge,0.5 g,131.49,5,0.08333,41,0.12195122,87.5,43.99,69.76,7,122.5,40,17.5,26.3,0.334550156,1.74993,3,1,-4.67,-81.73,84.00336013,-4,-70,57.4
Florida,MUV Live Extract Resin 1g,MÜV Live Resin Gelanoidz #9 - Klik 1g,MUV-Stuart,Verano,MUV,Concentrate,Live Extract,1 g,131.48,4,0.06667,61,0.06557377,23.37712937,108.1028706,131.52,5,58.44282343,311,5.84,32.87,0.822200111,1.40007,1,0,-3.13,-18.28,74.99625019,-3,-17.52,76.25
Florida,MUV Live Extract Resin 1g,MÜV Live Resin Rocky Road Dablicator 1g,MUV-Port St. Lucie,Verano,MUV,Concentrate,Live Extract,1 g,131.48,4,0.06667,7,0.571428571,38.6293942,92.8506058,131.52,0,0,,9.66,32.87,0.706195663,1.40007,12,0,1.87,18.06,0,16,154.56,0
Arizona,Grow Sciences Live Extract Badder 1g,Grow Sciences Pineapple Fruz Badder 1g Live Resin,ZEN-Arcadia,Grow Sciences,Grow Sciences,Concentrate,Live Extract,1 g,131.47,5,0.08333,7,0.714285714,80,51.47,45.28,0,0,,16,26.29,0.391496159,1.74993,15,1,2.33,37.28,0,20,320,0
Florida,MUV  Each,MÜV Toker Short Sleeve Tee XL,MUV-Wellington,Verano,MUV,Apparel,T-Shirt,,131.47,7,0.11667,61,0.114754098,0,131.47,64.53,3,,67,0,18.78,1,2.45007,2,1,0.27,0,25.71355104,0,0,26.14285714
Florida,MUV Sublingual Dropper 0.6g,MÜV Pai Gow Punch RSO Tincture 600mg (30mL),MUV-Lakeland,Verano,MUV,Tincture,Sublingual,0.6 g,131.47,4,0.06667,27,0.148148148,24.407824,107.062176,131.53,8,48.815648,26,6.1,32.87,0.814346817,1.40007,3,0,-6.13,-37.39,119.9940003,-4,-24.4,54
Illinois,Sweet Life Candy 0.05g,Sweet Life Puppy Chow Other 50mg [1pk] Baked Goo,ZEN-CHI West Loop,NuEra,Sweet Life,Edible,Candy,0.05 g,131.47,16,0.26667,61,0.262295082,67.2,64.27,68.53,15,63,75,4.2,8.22,0.488856773,5.60007,6,2,-7.53,-31.63,56.24929688,-8,-33.6,57.1875
Arizona,Copperstate Farms Candy Gummy 0.1g,Copperstate Farms Live Rosin Pineapple Mango 1:1:2 CBC:CBG:THC Gummy 100mg [10pk] Candy,ZEN-Phoenix (Emerald),Sol,Copperstate Farms,Edible,Candy,0.1 g,131.43,11,0.18333,48,0.229166667,77,54.43,74.82,9,63,47,7,11.95,0.414136803,3.84993,5,1,-3.87,-27.09,49.09180167,-3,-21,39.27272727
Virginia,The Lab Cartridge 0.5g,BH Vape Cart - Acapulco Gold - 0.5g,ZEN-Virginia Beach,Jushi,The Lab,Vape,Cartridge,0.5 g,131.43,3,0.05,48,0.0625,60.75,70.68,24.57,,,,20.25,43.81,0.537776763,1.05,1,0,1.4,28.35,,2,40.5,
Pennsylvania,Wonder Wellness Candy Troche 0.1g,* Wonder Wellness Co.™ Relax 1:2 Blueberry Troches 100mg [20pk],ZEN-York,Cresco,Wonder Wellness,Edible,Candy,0.1 g,131.42,9,0.15,18,0.5,84.42,47,98.08,0,0,,9.38,14.6,0.357632019,3.15,11,1,4.2,39.4,0,14,131.32,0
Pennsylvania,Verano Reserve Cured Extract Badder 1g,Verano Reserve Burmese Kush Badder 1g Cured Resin,ZEN-Malvern,Verano,Verano Reserve,Concentrate,Cured Extract,1 g,131.41,5,0.08333,32,0.15625,100,31.41,121.09,7,140,31,20,26.28,0.239022905,1.74993,3,1,-4.67,-93.4,84.00336013,-3,-60,44.8
Arizona,Wyld Candy Gummy 0.2g,Wyld CBD Peach 2:1 CBD:CBC Gummy 200mg [10pk] Candy,ZEN-Chandler,Wyld,Wyld,Edible,Candy,0.2 g,131.4,9,0.15,61,0.147540984,63,68.4,97.85,42,294,65.5,7,14.6,0.520547945,3.15,3,1,-37.8,-264.6,280,-38,-266,284.6666667
Florida,MUV  Each,MÜV Gator Long Sleeve Shirt LG,MUV-JAX DH,Verano,MUV,Apparel,T-Shirt,,131.4,4,0.06667,61,0.06557377,0,131.4,8.6,4,,69,0,32.85,1,1.40007,1,0,-2.13,0,59.99700015,-2,0,61
Florida,Sweet Supply Single Pack 0.7g,Sweet Supply Ice Cream Candy 0.7g [1-Pack],MUV-Brandon,Verano,Sweet Supply,Pre-Roll,Single Pack,0.7 g,131.4,48,0.8,26,1.846153846,0,131.4,264.6,0,,,0,2.74,1,16.8,39,6,22.4,0,0,52,0,0
Florida,Sweet Supply Extract Shatter 1g,Sweet Supply Pink Certz Shatter 1g,MUV-Bonita Springs,Verano,Sweet Supply,Concentrate,Extract,1 g,131.39,6,0.1,28,0.214285714,55.0591631,76.3308369,113.11,42,385.4141417,27,9.18,21.9,0.580948603,2.1,5,1,-39.2,-359.86,420,-36,-330.48,196
Illinois,Kiva Candy Gummy 0.1g,Kiva Lost Farm Very Cherry Gastro Pop Live Rosin Gummy 100mg [10pk] Candy,ZEN-Lombard,Cresco,Kiva,Edible,Candy,0.1 g,131.39,8,0.13333,2,4,90,41.39,112.61,0,0,,11.25,16.42,0.315016363,2.79993,84,1,3.73,41.96,0,112,1260,0
Arizona,Pure Candy Gummy 0.1g,Pure Indica Fruit Punch Gummy 100mg [10pk] Candy,ZEN-Phoenix (Emerald),Noble Herb,Pure,Edible,Candy,0.1 g,131.38,17,0.28333,60,0.283333333,81.6,49.78,80.87,7,33.6,61,4.8,7.73,0.378900898,5.94993,6,2,0.93,4.46,24.70617301,1,4.8,24.70588235
Florida,MUV Multi-Pack 3.5g,MÜV Ice Cream Candy 3.5g [5-Pack],MUV-Lakeland,Verano,MUV,Pre-Roll,Multi-Pack,3.5 g,131.38,9,0.15,13,0.692307692,0,131.38,190.37,39,,12,0,14.6,1,3.15,15,1,-34.8,0,260,-20,0,56.33333333
Arizona,Green Dot Labs Whole Buds 3.5g,Green Dot Labs Kashmir 3.5g Flower,ZEN-Phoenix (Emerald),Green Dot Labs,Green Dot Labs,Flower,Whole Buds,3.5 g,131.37,3,0.05,4,0.75,75,56.37,20.13,13,325,3,25,43.79,0.4290934,1.05,16,0,-11.6,-290,260,8,200,17.33333333
Pennsylvania,Valhalla Candy Troche 0.1g,Valhalla Grape (Indica) Troches 100mg [1pk],ZEN-Monroeville,TerrAscend,Valhalla,Edible,Candy,0.1 g,131.37,25,0.41667,50,0.5,61.25,70.12,56.13,0,0,,2.45,5.25,0.53375961,8.75007,11,3,11.67,28.59,0,14,34.3,0
Florida,Sweet Supply Extract Budder 1g,Sweet Supply Melonade #8 Budder 1g,MUV-Lady Lake,Verano,Sweet Supply,Concentrate,Extract,1 g,131.36,6,0.1,1,6,44.78358936,86.57641064,113.14,0,0,,7.46,21.89,0.659077426,2.1,126,1,2.8,20.89,0,168,1253.28,0
Nevada,Lookah Devices Vaporizer for Concentrate Each,Lookah Seahorse Pro Plus Blue Vaporizer Each,ZEN-Carson City,High Mountain Imports,Lookah,Accessories,Devices,,131.35,8,0.13333,61,0.131147541,212,-80.65,272.65,2,53,294,26.5,16.42,-0.614008375,2.79993,3,1,1.73,45.85,15.00037501,2,53,15.25
West Virginia,(the) Essence Extract Badder 1g,(the) Essence Sunshine OG Badder 1g,ZEN-Charleston WV,Verano,(the) Essence,Concentrate,Extract,1 g,131.35,3,0.05,39,0.076923077,90,41.35,49.4,9,270,38,30,43.78,0.314807766,1.05,2,0,-7.6,-228,180,-7,-210,117
Arizona,Grow Sciences Soft Candy 0.1g,Grow Sciences Hash Rosin Blueberry Hibiscus Soft Candy 100mg [10pk] Candy,ZEN-Phoenix (Emerald),Grow Sciences,Grow Sciences,Edible,Candy,0.1 g,131.33,19,0.31667,39,0.487179487,123.5,7.83,181.67,0,0,,6.5,6.91,0.059620803,6.65007,10,2,8.87,57.66,0,14,91,0
Pennsylvania,gLeaf Oil Based Dropper 27g,gLeaf 1:1 Fruit Punch THC/CBD 30ml,ZEN-Pittsburgh McKnight,The Cannabist,gLeaf,Tincture,Oil Based,27 g,131.33,3,0.05,61,0.049180328,7.5,123.83,50.17,2,5,73,2.5,43.78,0.942891952,1.05,1,0,-0.6,-1.5,40,-1,-2.5,40.66666667
Pennsylvania,Verano Reserve Cured Extract Badder 1g,Verano Reserve Burmese Kush Badder 1g Cured Resin,ZEN-Clifton Heights,Verano,Verano Reserve,Concentrate,Cured Extract,1 g,131.33,4,0.06667,25,0.16,80,51.33,70.67,8,160,24,20,32.83,0.390847483,1.40007,3,0,-6.13,-122.6,119.9940003,-4,-80,50
Pennsylvania,On The Rocks Live Rosin Cartridge 0.5g,On The Rocks Animal Kush Live Rosin 0.5g Cartridge,ZEN-Fairless Hills,Verano,On The Rocks,Vape,Cartridge,0.5 g,131.32,6,0.1,2,3,165,-33.68,141.68,0,0,,27.5,21.89,-0.256472738,2.1,63,1,2.8,77,0,84,2310,0
Pennsylvania,Verano Reserve Cartridge 0.5g,Verano Reserve Mega Don Live Resin 0.5g Cartridge,ZEN-Philadelphia,Verano,Verano Reserve,Vape,Cartridge,0.5 g,131.32,8,0.13333,15,0.533333333,140,-8.68,152.68,0,0,,17.5,16.42,-0.066098081,2.79993,11,1,3.73,65.28,0,15,262.5,0
Arizona,WZRD Cured Extract Badder 1g,WZRD Z Cubed Badder 1g Cured Resin,ZEN-Tempe,Grow Sciences,WZRD,Concentrate,Cured Extract,1 g,131.31,10,0.16667,21,0.476190476,75,56.31,173.19,0,0,,7.5,13.13,0.428832534,3.50007,10,1,4.67,35.03,0,13,97.5,0
Connecticut,Chromium Crusher Grinders Each,Chromium Crusher 63mm 4 Piece Grinder Black,ZEN-Enfield,High Mountain Imports,Chromium Crusher,Accessories,Grinders,,131.3,5,0.08333,19,0.263157895,58.5,72.8,11.2,0,0,,11.7,26.26,0.554455446,1.74993,6,1,2.33,27.26,0,7,81.9,0
Florida,(the) Essence Cartridge 0.5g,(the) Essence Maui Wowie 0.5g,MUV-Sebring,Verano,(the) Essence,Vape,Cartridge,0.5 g,131.29,7,0.11667,61,0.114754098,17.91880075,113.3711992,118.96,2,8.959400376,184,2.56,18.76,0.863517398,2.45007,2,1,1.27,3.25,17.14236736,1,2.56,17.42857143
Florida,Sweet Supply Extract Budder 1g,Sweet Supply Pootie Tang x I95 Budder 1g,MUV-Bradenton-HG,Verano,Sweet Supply,Concentrate,Extract,1 g,131.28,6,0.1,8,0.75,55.41465201,75.86534799,113.22,0,0,,9.24,21.88,0.57788961,2.1,16,1,2.8,25.87,0,21,194.04,0
Illinois,GPen Devices Pencil/Pen Each,G Pen Melt Hot Knife Black,ZEN-CHI Rogers Park,GPen,GPen,Accessories,Devices,,131.27,8,0.13333,61,0.131147541,120,11.27,112.73,46,690,74,15,16.41,0.085853584,2.79993,3,1,-42.27,-634.05,345.0086252,-42,-630,350.75
Nevada,Presidential Multi-Pack Infused 1.5g,Presidential Mini Peach Mango Infused Pre-Roll 1.5g [3pk],ZEN-Apache,Presidential,Presidential,Pre-Roll,Multi-Pack,1.5 g,131.26,7,0.11667,55,0.127272727,84,47.26,75.24,8,96,54,12,18.75,0.360048758,2.45007,3,1,-4.73,-56.76,68.56946944,-4,-48,62.85714286
Florida,MUV Single Pack 0.7g,MÜV Jokerz Candy 0.7g [1-Pack],MUV-Orlando Colonial,Verano,MUV,Pre-Roll,Single Pack,0.7 g,131.25,36,0.6,52,0.692307692,19.6467648,111.6032352,165.75,36,27.2032128,23,0.55,3.65,0.850310363,12.6,15,4,-19.2,-10.56,60,-17,-9.35,52
Florida,Verano Single Pack 0.7g,Verano Guava Casquitos 0.7g [1-Pack],MUV-Orlando Colonial,Verano,Verano,Pre-Roll,Single Pack,0.7 g,131.25,19,0.31667,45,0.422222222,0,131.25,63.5,29,,40.5,0,6.91,1,6.65007,9,2,-20.13,0,91.57798339,-17,0,68.68421053
Florida,MUV Multi-Pack 3.5g,MÜV GMO S1 3.5g [5-Pack],MUV-Lakeland,Verano,MUV,Pre-Roll,Multi-Pack,3.5 g,131.24,6,0.1,6,1,0,131.24,83.26,42,,5,0,21.87,1,2.1,21,1,-39.2,0,420,-14,0,42
Illinois,In House Whole Buds 7g,In House Diesel OG 7g Flower,ZEN-Evanston,MariMed,In House,Flower,Whole Buds,7 g,131.24,3,0.05,60,0.05,73.5,57.74,50.26,12,294,62,24.5,43.75,0.43995733,1.05,1,0,-10.6,-259.7,240,-11,-269.5,240
Florida,Sweet Supply Extract Shatter 1g,Sweet Supply Dosilato Shatter 1g,MUV-Apopka,Verano,Sweet Supply,Concentrate,Extract,1 g,131.23,10,0.16667,20,0.5,90.24804093,40.98195907,276.27,14,126.3472573,19,9.02,13.12,0.312291085,3.50007,11,1,-9.33,-84.16,83.99832003,0,0,28
Ohio,Black Sheep Small Buds 14.15g,Standard Wellness | Black Sheep | Smalls | Blue Thunder (I) (17%) | 14.15g,ZEN-Cincinnati,Standard Wellness,Black Sheep,Flower,Small Buds,14.15 g,131.23,2,0.03333,21,0.095238095,76.5,54.73,49.77,,,,38.25,65.62,0.417054027,0.69993,2,0,0.93,35.57,,3,114.75,
Maryland,Swift Lifts Multi-Pack 3.5g,Swift Lifts Short Lifts Cold Fusion #6 Pre-Rolls 3.5g Multipack,ZEN-Towson,Verano,Swift Lifts,Pre-Roll,Multi-Pack,3.5 g,131.22,4,0.06667,18,0.222222222,88,43.22,46.78,0,0,,22,32.81,0.329370523,1.40007,5,0,1.87,41.14,0,6,132,0
Pennsylvania,Savvy All In One 0.3g,Savvy Sour Skunk 0.3g All-In-One,ZEN-Malvern,Verano,Savvy,Vape,All In One,0.3 g,131.22,11,0.18333,8,1.375,123.75,7.47,121.78,0,0,,11.25,11.93,0.056927298,3.84993,29,1,5.13,57.71,0,39,438.75,0
Virginia,Lookah Batteries Each,*Lookah - Bear 500mAh Battery - Purple,ZEN-Norfolk,High Mountain Imports,Lookah,Accessories,Batteries,,131.22,5,0.08333,56,0.089285714,70,61.22,11.28,,,,14,26.24,0.466544734,1.74993,2,1,2.33,32.62,,3,42,
Ohio,Firelands Scientific Candy Gummy 0.1g,Firelands Scientific | Gummies | Mixed Berry Sun Bites (I) (10pk) | 100mg,ZEN-Dayton,Firelands Scientific,Firelands Scientific,Edible,Candy,0.1 g,131.2,8,0.13333,45,0.177777778,69.5,61.7,32.8,42,357,46,8.69,16.4,0.47027439,2.79993,4,1,-38.27,-332.57,315.0078752,-37,-321.53,236.25
Florida,Sweet Supply Whole Buds 3.5g,Sweet Supply Ice Cream Candy 3.5g,MUV-N Miami Bch 19th,Verano,Sweet Supply,Flower,Whole Buds,3.5 g,131.19,7,0.11667,29,0.24137931,0,131.19,150.56,5,,28,0,18.74,1,2.45007,5,1,-1.73,0,42.8559184,2,0,20.71428571
New Jersey,Legend Single Pack 1g,Legend Project Pancakes 1g [1pk],ZEN-Lawrence Township,TerrAscend,Legend,Pre-Roll,Single Pack,1 g,131.19,20,0.33333,38,0.526315789,75,56.19,78.81,0,0,,3.75,6.56,0.428310085,6.99993,11,2,9.33,34.99,0,15,56.25,0
Florida,(the) Essence Pod 1g,(the) Essence HYPHEN Northern Lights 1g Pod,MUV-N Smyrna Bch,Verano,(the) Essence,Vape,Pod,1 g,131.18,7,0.11667,25,0.28,0,131.18,259.07,17,,24,0,18.74,1,2.45007,6,1,-13.73,0,145.7101226,-9,0,60.71428571
New Jersey,Test Kitchen Multi-Pack 2.5g,Test Kitchen A5 (Meat Breath x Lemon Cherry Airheads) 2.5g [5pk],ZEN-Mount Holly,Garden Greens,Test Kitchen,Pre-Roll,Multi-Pack,2.5 g,131.16,4,0.06667,12,0.333333333,85,46.16,50.84,0,0,,21.25,32.79,0.351936566,1.40007,7,0,1.87,39.74,0,9,191.25,0
